喂喂你叫沈明明。让我报文我姓张。我姓泽泽二十二。好都在哪里呀。 喂喂你叫什么名。王保文啊你是我姓曾。我姓曾嗯是啊。啊住在哪里呀。
第二个就是第一个解体它是解体状的。最底层东面是平原。这平原里面是个东北平原长江中下游平原还有西北还有这个平原这是第第一第二。第二阶梯带上个台阶是云贵高原是 第二个就是对就是第一个阶梯噢它是阶梯状的。最底层是东面是平原。这平原里面是东北平原长江中下游平原还有华北平原是吧这是第一个阶梯。就二个阶梯再上个台阶是云贵高
就是云贵高原和黄土高原就组成的第二个阶体。第三个阶级就是最高的就是青藏高原。包括新疆和西藏。他清张高原是这个。 第二阶梯就是云贵高原和黄土高原就组成了第二个阶梯。第三个阶梯就是最高的就是青藏高原。包括新疆和那个那个那个西藏。和青藏高原第四个呀。
讲到地理情况还有一个就讲到是人文方面的就是。这也是地理的一部分。人口也是这样的分布。也是讲中部和中部人口比较稠密。 这个讲到那个地理情况还有个是讲的是人文方面的就是人和人。多方面的这也是地理的一部分噢。人口呢也是这样的分布。也是这样中部和东部人口比较稠密。
人口比较多啊特别是一些大中城市比较金融在大中型城市人口更多啊。嗯就是密度比较大。还有西部就靠青藏高原那边人口就比较稀少。就是甚至有时候一个。 人口比较多啊特别是一些大中城市比较集中在大口城市人口会更多啊。就是密度比较大。还有那西部呢就高青藏高原那边人口比较稀少。就是甚至于有时候一个。
他们讲一个县里面只有只有几千人。这是在等于是不可能的事情的就是人口方面的。还有中国有五十六个民族了这是人文画面的啊。还讲到物产物产我知道就是讲。 怎么讲有的有的有的有的一个县里面只有只有只有几千人。啊这是在东部是不可能的事情了啊就是人口方面的。还有中国有五十六个民族啦就是这是人文方面的。还有就是讲物产
过去都是讲我们那个社会的教育都是这样。可讲呢我们的物产比较丰富地大物博。现在来看来山大海阔讲得上。就是物博相对来讲总体量还是比较多的。 过去都都讲我们那个吃的叫。人口讲我们的物产比较丰富地大物博。现在来看来地大还是能讲的上。那个物博了相对来讲总体量来是比较多的。
是现在来讲感觉到特别随着经济的发展来讲。感觉腐败还是比较频发的。不管是各个方面人员都比较暴发。特别现在讲那个石油行的是油过去我们也。 就现在来讲感觉到特别是对经济的发展来讲。呃感觉资源还是比较贫乏的。不管是是是各个方面资源都比较贫贫乏。特别现在讲那个石油石油就是我们。
印象比较多的现在过去都是中国自己用不了还出口。随着二二。进入二零一世纪以后。比如是经经济跟不上这个紧急发展的需要。 也算比较多的现在都是中国自己用不了快出口。所以从二。呃进入二零零零世纪以后啊。石油是远远跟不上这个经济发展的需要。
汽车包括各个方面都发展比较快。根本上每年还有将近四分之一到三分之二。现在上三分一的十一靠从国外进口。呃现在去找那个物产。 在汽车啊包括各个方面都发展比较快。跟不上每年还有将近四分之一到三分之一噢。现在有将近三分之一的石油靠从国外进口。现在就讲这个物产啊。
我讲究张母唔挺有其他的东西你再可以补充一下我了解的这些情况。就地理情况也有可能再讲讲。那不信不就讲那个名山大川嘛你讲。有什么中国有什什么名山啊大川。 呃我讲的讲的其它的东西你再可以补充一下我了解的这些情况。这个地理情况呃你可以再讲讲啊。那讲那个名山大川吧你讲。有什么中国有什么名山大川。
你给人讲讲。道家峨眉山是佛教圣地。你讲先讲佛教神的呃。也是的。 你可能讲讲。道家峨眉山是佛教胜地。你讲讲佛教胜地吧呃。也是的。
十四跟你讲。完了两个。学过地理的。四大理想两个还呃黄山不是佛教圣地。 是的你讲对。呃讲。学过地理的啊。四大你讲两个还有呃黄山不是佛教胜地。
你刚讲峨眉山刚刚还讲了一个是吧。峨嵋山还有个是那个化石山。化石长什么大佬什么东西。还有一个皇帝几千行出嫁的地方。 呃你讲的峨眉山刚才还讲了一个什么。有黄山还有一个是那个。什么大闹什么东西呀。还有个皇帝以前好像出家的地方。
顺治是低出出价的地方。山西在北面山西的。数字开头的。呃数字看头的呃。 顺治皇帝出出家的地方。峡西在北面峡西。四字开头的。呃字开头的。
跟那个九华山也是九峰山它也是硕字开出的三个字。我讲一个舞台上不就是你一个关于菩萨的地方。然后得想不出来。啊普陀山普陀三峰那里面。 跟那九也九华山它也是字开头的三个字。我讲一个啊五台山佛教胜地还有一个呢关于佛教的地方。想不起来呀。普陀山普陀山关于。
是四大佛教圣地嘛。好题再讲啊再一。多家讲搞不清楚东家吴光制造一个新云山。我光知道一个青山还有一个是那个楼山不算吧。 四大佛教胜地嘛。不再讲呃还有。道家我搞不清楚啊道家我光知道一个山。呃我光知道一个山还有一个是那崂山不算吧。
我说他不能上吧。不是道家什么什么呃什么龙湖山还是东岳。拿那个套教我还真高分呢你可知道我不知道。跟我讲道家应该也有四大四大吧。 崂山不能算吧。不是道家道家还有什么什么什么龙虎山还有什么东西呀。那那个道家我还真搞不清你可知道我不知道。道家道家应该也有四大四大吧。
嗯他就得讲五月吧五月讲一下。五月有五月长得大不漂亮。五个月归来不看山他不是三十指黄山。五五月归了不敢上那个黄山五月嘛。 嗯我们讲五岳吧五岳讲讲。五岳。五岳归来不看山它不是山是指黄山。五岳归来不看山咱黄山不属于五岳吧。
五岳五岳不包括黄山。你说你讲的话我来讲。广道好我来我来来讲我来再讲。我再给你问询一下这个五岳是泰山的四岳华山。 五岳五岳不不包括黄山。你说你讲的话我来讲嗯。那不行好我来讲我来讲我来讲。我来给你温习一下哦这个东岳是泰山对吧西岳华山。
呃北岳北岳一个很山很窄。但月也是很闪不到那个很闪。它一个正院你知道了吧正院最后有一个。不是喜悦吗。 呃呃北岳北岳一个恒山恒山呃。南山也是衡山是湖南那个衡山。还有个中岳是是你知道了吧中岳就是一个。那不西岳吗。
西域华山。正院里以前办过少林寺那地方。豆子啊。对有这句话。 呃西岳华山。中岳那不以前少少林寺呆的地方吗。少林寺啊。呃对有这句话对。
嵩山是是那个衡山是北岳两个很相似的很。是衡山两个和一个就是嵩岳嵩山配对。就嵩山嘛少林寺在什么地方。嵩山嵩山不是嵩山吗。 东岳是是那个恒山是北岳两个恒还有那个永恒的恒。是恒山两个恒还有一个就是东岳是泰山。那就中岳嘛少林寺呆在什么地方。呃峰山嘛呃峰山不就中岳嘛。
我社交帅但头发一个穿山川还有。你还知道其它的山什么山白有什么东西你可知道是其他的呢。还有什什么除了我们讲的还有其他山呢。你感谢玉帝的山去了。 我这讲的山山一个川山川还有。你还知道其它的山什么了山脉什么东西你可知道其它的了。还有什么除了这些我们讲的还有其它的山。你感兴趣的山岳呢。
呃嗯。嗯嗯。山白比较大的山山我就讲山白了很自大。什么是庐山对。 嗯嗯。嗯嗯。山脉那比较大的山山我们都讲山脉了还有其它的。什么山噢庐山对。
还知道了有没有去过什么山。问那个的话我来讲南方和北方地理上。什么本样啊我感觉主要是气候不一样。这边又不样南方是雨水比较多。 还知道了有其它的什么山。噢噢我来讲南方和北方地理上。什么不一样啊我感觉首先是气候不一样。对不对气候不一样南方是雨水比较多。
四季的气候差反正也有差别不是太大。不太明显冬天雨水多就会比较。就是一个是气候方面的北方就是。一年全年的气温差比较大冬天冬天。 四季的温差反正也有差别不是太大。不是太明显而且雨水多基本上比较那个。呃就是一个是气候方面的北方呢就是。有些年全年的气候温差比较大冬天在冬天噢。
还有一个就是雨水。巩固也是布局也是比较大。呃冬天比较冬季比较冷。天气比较寒冬季雨水相对少一点。 还有一个就是那个雨水了。分布也是不均也是比较大。特别冬天比较湿冬季比较湿噢。冬季比较冷是雨水相对少一点。
